GO:0000014	13
GO:0000026	2
GO:0000030	12
GO:0000034	6
GO:0000035	28
GO:0000036	46
GO:0000049	417
GO:0000062	51
GO:0000104	27
GO:0000107	20
GO:0000121	3
GO:0000146	4
GO:0000149	69
GO:0000150	69
GO:0000155	95
GO:0000156	41
GO:0000166	10204
GO:0000171	9
GO:0000175	77
GO:0000179	33
GO:0000182	5
GO:0000210	11
GO:0000213	32
GO:0000217	4
GO:0000224	11
GO:0000234	7
GO:0000247	3
GO:0000250	1
GO:0000253	8
GO:0000257	24
GO:0000268	2
GO:0000285	2
GO:0000286	13
GO:0000287	2978
GO:0000293	4
GO:0000298	5
GO:0000309	42
GO:0000310	22
GO:0000334	8
GO:0000339	19
GO:0000340	25
GO:0000342	1
GO:0000384	5
GO:0000386	4
GO:0000400	10
GO:0000402	2
GO:0000403	10
GO:0000405	1
GO:0000700	5
GO:0000701	5
GO:0000702	5
GO:0000703	7
GO:0000704	1
GO:0000721	8
GO:0000772	4
GO:0000773	2
GO:0000774	15
GO:0000822	7
GO:0000823	4
GO:0000824	4
GO:0000825	2
GO:0000827	2
GO:0000829	1
GO:0000900	20
GO:0000906	896
GO:0000907	4
GO:0000908	18
GO:0000976	389
GO:0000977	61
GO:0000978	64
GO:0000979	28
GO:0000981	169
GO:0000987	27
GO:0000993	29
GO:0000994	1
GO:0000995	6
GO:0001000	11
GO:0001002	4
GO:0001003	4
GO:0001006	2
GO:0001016	1
GO:0001018	6
GO:0001042	3
GO:0001046	33
GO:0001054	18
GO:0001055	14
GO:0001056	24
GO:0001070	9
GO:0001072	12
GO:0001073	13
GO:0001091	5
GO:0001092	1
GO:0001093	1
GO:0001094	15
GO:0001096	1
GO:0001097	7
GO:0001099	1
GO:0001108	2
GO:0001139	4
GO:0001156	3
GO:0001162	1
GO:0001164	4
GO:0001179	4
GO:0001181	6
GO:0001216	72
GO:0001217	116
GO:0001221	6
GO:0001222	19
GO:0001223	5
GO:0001227	24
GO:0001228	27
GO:0001512	2
GO:0001530	61
GO:0001540	84
GO:0001588	1
GO:0001591	2
GO:0001601	1
GO:0001602	1
GO:0001605	2
GO:0001609	6
GO:0001614	15
GO:0001616	3
GO:0001618	31
GO:0001626	2
GO:0001635	3
GO:0001640	8
GO:0001642	2
GO:0001664	82
GO:0001665	6
GO:0001671	67
GO:0001681	15
GO:0001716	11
GO:0001727	10
GO:0001729	1
GO:0001730	5
GO:0001734	1
GO:0001758	36
GO:0001760	1
GO:0001784	25
GO:0001786	29
GO:0001848	9
GO:0001849	16
GO:0001851	4
GO:0001872	2
GO:0001875	4
GO:0001882	21
GO:0001883	5
GO:0001884	1
GO:0001965	15
GO:0001968	25
GO:0001972	15
GO:0002020	102
GO:0002039	48
GO:0002046	2
GO:0002055	4
GO:0002057	1
GO:0002060	13
GO:0002094	14
GO:0002134	5
GO:0002135	7
GO:0002151	6
GO:0002161	95
GO:0002162	6
GO:0002935	4
GO:0002953	26
GO:0003674	1030
GO:0003676	2274
GO:0003677	6183
GO:0003678	238
GO:0003680	5
GO:0003681	3
GO:0003682	246
GO:0003684	184
GO:0003688	74
GO:0003689	27
GO:0003690	158
GO:0003691	8
GO:0003696	6
GO:0003697	352
GO:0003700	1707
GO:0003707	39
GO:0003711	4
GO:0003712	167
GO:0003713	159
GO:0003714	136
GO:0003720	3
GO:0003721	16
GO:0003723	5176
GO:0003724	137
GO:0003725	123
GO:0003726	31
GO:0003727	55
GO:0003729	456
GO:0003730	38
GO:0003735	2932
GO:0003743	278
GO:0003746	159
GO:0003747	42
GO:0003755	309
GO:0003756	52
GO:0003774	153
GO:0003777	83
GO:0003779	421
GO:0003785	46
GO:0003796	212
GO:0003810	17
GO:0003823	170
GO:0003824	9756
GO:0003825	35
GO:0003829	4
GO:0003837	13
GO:0003839	7
GO:0003841	2
GO:0003842	33
GO:0003844	18
GO:0003846	2
GO:0003847	25
GO:0003848	21
GO:0003849	47
GO:0003850	2
GO:0003852	9
GO:0003854	8
GO:0003855	250
GO:0003856	24
GO:0003857	56
GO:0003858	38
GO:0003859	8
GO:0003860	9
GO:0003861	16
GO:0003862	43
GO:0003863	18
GO:0003864	30
GO:0003865	2
GO:0003866	16
GO:0003867	50
GO:0003868	18
GO:0003870	9
GO:0003871	9
GO:0003872	48
GO:0003873	9
GO:0003874	19
GO:0003875	5
GO:0003876	1
GO:0003877	6
GO:0003878	7
GO:0003879	40
GO:0003880	1
GO:0003881	2
GO:0003882	5
GO:0003883	68
GO:0003884	23
GO:0003885	7
GO:0003886	13
GO:0003887	216
GO:0003896	41
GO:0003899	225
GO:0003904	12
GO:0003905	6
GO:0003906	65
GO:0003908	10
GO:0003909	18
GO:0003910	29
GO:0003911	19
GO:0003913	13
GO:0003914	4
GO:0003916	60
GO:0003917	24
GO:0003918	168
GO:0003919	11
GO:0003920	10
GO:0003921	20
GO:0003922	57
GO:0003924	968
GO:0003925	41
GO:0003933	7
GO:0003934	48
GO:0003935	5
GO:0003937	20
GO:0003938	86
GO:0003939	16
GO:0003941	27
GO:0003942	23
GO:0003943	3
GO:0003948	2
GO:0003949	14
GO:0003950	97
GO:0003951	52
GO:0003952	55
GO:0003953	93
GO:0003954	45
GO:0003955	77
GO:0003956	19
GO:0003957	2
GO:0003958	13
GO:0003959	26
GO:0003960	27
GO:0003961	16
GO:0003962	27
GO:0003963	4
GO:0003964	40
GO:0003968	182
GO:0003972	7
GO:0003973	8
GO:0003974	12
GO:0003975	4
GO:0003976	4
GO:0003977	31
GO:0003978	37
GO:0003979	33
GO:0003980	2
GO:0003983	53
GO:0003984	38
GO:0003985	78
GO:0003986	24
GO:0003987	18
GO:0003988	54
GO:0003989	59
GO:0003990	7
GO:0003991	47
GO:0003992	19
GO:0003993	63
GO:0003994	14
GO:0003995	161
GO:0003997	29
GO:0003998	37
