GO:0000049	354
GO:0000166	10377
GO:0000175	57
GO:0000287	2447
GO:0000906	560
GO:0000976	322
GO:0000978	52
GO:0001216	62
GO:0001217	107
GO:0001540	72
GO:0001664	71
GO:0002020	101
GO:0003674	1015
GO:0003677	3385
GO:0003678	176
GO:0003682	224
GO:0003684	85
GO:0003688	59
GO:0003690	132
GO:0003697	219
GO:0003700	382
GO:0003712	60
GO:0003713	150
GO:0003714	82
GO:0003723	3237
GO:0003724	55
GO:0003725	65
GO:0003727	50
GO:0003729	450
GO:0003735	848
GO:0003743	164
GO:0003746	125
GO:0003755	165
GO:0003779	225
GO:0003796	169
GO:0003823	185
GO:0003824	2618
GO:0003855	244
GO:0003857	58
GO:0003883	62
GO:0003887	153
GO:0003899	173
GO:0003906	52
GO:0003922	55
GO:0003924	384
GO:0003955	69
GO:0003968	69
GO:0003985	78
GO:0003988	54
GO:0004013	55
GO:0004017	93
GO:0004022	119
GO:0004029	112
GO:0004032	66
GO:0004033	63
GO:0004053	90
GO:0004067	72
GO:0004069	64
GO:0004084	60
GO:0004089	82
GO:0004096	112
GO:0004106	58
GO:0004124	55
GO:0004126	58
GO:0004129	57
GO:0004139	71
GO:0004145	57
GO:0004146	81
GO:0004148	70
GO:0004170	120
GO:0004175	301
GO:0004176	184
GO:0004177	406
GO:0004180	155
GO:0004190	80
GO:0004197	90
GO:0004222	60
GO:0004252	451
GO:0004298	125
GO:0004300	181
GO:0004308	57
GO:0004315	75
GO:0004316	166
GO:0004317	82
GO:0004318	132
GO:0004322	343
GO:0004332	117
GO:0004347	78
GO:0004352	52
GO:0004353	89
GO:0004354	56
GO:0004356	148
GO:0004359	63
GO:0004364	397
GO:0004365	146
GO:0004372	69
GO:0004386	258
GO:0004422	89
GO:0004427	119
GO:0004450	69
GO:0004451	52
GO:0004459	88
GO:0004478	59
GO:0004497	891
GO:0004514	53
GO:0004518	1168
GO:0004519	946
GO:0004521	153
GO:0004526	105
GO:0004527	242
GO:0004540	83
GO:0004550	294
GO:0004553	195
GO:0004563	66
GO:0004565	96
GO:0004568	60
GO:0004585	85
GO:0004590	50
GO:0004595	53
GO:0004601	837
GO:0004602	105
GO:0004623	125
GO:0004634	95
GO:0004659	161
GO:0004672	127
GO:0004674	246
GO:0004713	57
GO:0004721	174
GO:0004722	86
GO:0004725	119
GO:0004731	104
GO:0004742	147
GO:0004743	84
GO:0004748	91
GO:0004750	57
GO:0004751	66
GO:0004764	55
GO:0004784	290
GO:0004791	88
GO:0004799	94
GO:0004801	70
GO:0004806	62
GO:0004807	138
GO:0004812	395
GO:0004830	50
GO:0004834	82
GO:0004842	111
GO:0004845	53
GO:0004850	104
GO:0004867	136
GO:0004869	63
GO:0004930	98
GO:0005080	50
GO:0005085	112
GO:0005096	67
GO:0005102	176
GO:0005125	173
GO:0005178	50
GO:0005198	615
GO:0005212	87
GO:0005216	64
GO:0005244	135
GO:0005261	169
GO:0005262	162
GO:0005267	94
GO:0005344	395
GO:0005504	141
GO:0005506	646
GO:0005507	251
GO:0005509	562
GO:0005515	10668
GO:0005516	101
GO:0005524	6067
GO:0005525	1185
GO:0005534	61
GO:0005537	51
GO:0005543	130
GO:0005546	55
GO:0008017	264
GO:0008022	82
GO:0008047	69
GO:0008080	70
GO:0008083	97
GO:0008092	86
GO:0008094	59
GO:0008121	54
GO:0008137	127
GO:0008168	1239
GO:0008198	347
GO:0008199	292
GO:0008201	69
GO:0008233	1780
GO:0008234	207
GO:0008235	76
GO:0008236	588
GO:0008237	386
GO:0008270	1396
GO:0008289	541
GO:0008320	59
GO:0008379	110
GO:0008395	64
GO:0008408	56
GO:0008422	140
GO:0008483	740
GO:0008658	70
GO:0008659	82
GO:0008693	82
GO:0008716	54
GO:0008757	157
GO:0008780	53
GO:0008783	88
GO:0008784	63
GO:0008800	177
GO:0008810	69
GO:0008830	50
GO:0008840	99
GO:0008897	71
GO:0008929	50
GO:0008948	78
GO:0009001	57
GO:0009002	54
GO:0009013	55
GO:0009039	77
GO:0009041	94
GO:0009045	60
GO:0009055	344
GO:0009881	82
GO:0010181	177
GO:0015035	59
GO:0015036	88
GO:0015288	139
GO:0015293	94
GO:0015297	57
GO:0016151	100
GO:0016168	273
GO:0016208	53
GO:0016209	464
GO:0016301	2322
GO:0016407	52
GO:0016412	57
GO:0016491	9377
GO:0016597	70
GO:0016614	65
GO:0016616	380
GO:0016631	122
GO:0016646	76
GO:0016655	80
GO:0016705	60
GO:0016706	54
GO:0016740	11488
GO:0016744	52
GO:0016746	1500
GO:0016747	326
GO:0016757	1093
GO:0016758	101
GO:0016763	87
GO:0016765	117
GO:0016772	122
GO:0016773	64
GO:0016779	860
GO:0016787	10665
GO:0016788	86
GO:0016791	210
GO:0016798	1737
GO:0016799	72
GO:0016805	51
GO:0016811	96
GO:0016813	94
GO:0016829	4446
GO:0016831	508
GO:0016832	67
GO:0016836	171
GO:0016853	2662
GO:0016854	72
GO:0016857	51
GO:0016874	1610
GO:0016879	97
GO:0016881	100
GO:0016887	572
GO:0016984	171
GO:0017018	71
GO:0017056	94
GO:0018455	73
GO:0019003	95
GO:0019171	88
GO:0019239	85
GO:0019825	153
GO:0019843	733
GO:0019899	353
GO:0019900	69
GO:0019901	334
GO:0019903	66
GO:0019904	308
GO:0020037	471
GO:0022857	124
GO:0030060	109
GO:0030145	479
GO:0030165	55
GO:0030170	480
GO:0030234	95
GO:0030246	538
GO:0030337	83
GO:0030371	195
GO:0030414	178
GO:0030515	54
GO:0030523	147
GO:0030544	65
GO:0030674	82
GO:0030976	50
GO:0031072	73
GO:0031176	113
GO:0031267	123
GO:0031386	59
GO:0031419	73
GO:0031625	259
GO:0033755	52
GO:0033862	70
GO:0034023	63
GO:0034987	145
GO:0035091	52
GO:0036381	66
GO:0036440	103
GO:0038023	112
GO:0042132	55
GO:0042277	64
GO:0042393	111
GO:0042586	60
GO:0042626	68
GO:0042802	5213
GO:0042803	1318
GO:0042826	52
GO:0043022	151
GO:0043024	54
GO:0043130	105
GO:0043177	51
GO:0043295	126
GO:0043531	88
GO:0043565	197
GO:0043621	89
GO:0043878	71
GO:0043886	67
GO:0044183	92
GO:0044325	137
GO:0044877	378
GO:0045296	198
GO:0045735	71
GO:0046872	17887
GO:0046912	52
GO:0046914	64
GO:0046933	202
GO:0046961	141
GO:0046982	237
GO:0047429	50
GO:0047451	82
GO:0047485	76
GO:0047617	95
GO:0048029	67
GO:0048038	115
GO:0048306	125
GO:0050048	61
GO:0050178	77
GO:0050421	53
GO:0050524	54
GO:0050567	51
GO:0050660	360
GO:0050661	320
GO:0050897	137
GO:0051015	92
GO:0051082	463
GO:0051087	217
GO:0051117	249
GO:0051213	665
GO:0051219	63
GO:0051287	374
GO:0051536	1068
GO:0051537	355
GO:0051538	93
GO:0051539	648
GO:0051879	57
GO:0051920	170
GO:0052654	60
GO:0052655	60
GO:0052656	60
GO:0052657	87
GO:0052689	260
GO:0061133	60
GO:0061629	88
GO:0061630	95
GO:0061631	53
GO:0062193	65
GO:0070006	62
GO:0070180	59
GO:0070401	97
GO:0070402	134
GO:0070403	102
GO:0070404	63
GO:0071949	166
GO:0080030	88
GO:0080146	54
GO:0090729	446
GO:0097718	67
GO:0102148	61
GO:0102483	115
GO:0106310	181
GO:0140297	80
GO:1901149	50
GO:1901363	57
GO:1901982	211
GO:1904047	52
